Historique d'entraînement - MLP_512_256_128_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-08 04:46:18
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2927 (29.27%)
Meilleure loss dev: 2.4530
Temps total d'entraînement: 899.90 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1602       0.1519       3.4186       3.1151      
2        0.1948       0.1828       3.1497       2.9779      
3        0.2165       0.2031       3.0568       2.8932      
4        0.2323       0.2136       2.9912       2.8326      
5        0.2446       0.2250       2.9463       2.7864      
6        0.2548       0.2323       2.9070       2.7462      
7        0.2644       0.2404       2.8762       2.7131      
8        0.2717       0.2489       2.8506       2.6771      
9        0.2808       0.2535       2.8203       2.6481      
10       0.2874       0.2604       2.7986       2.6204      
11       0.2915       0.2623       2.7808       2.5996      
12       0.3010       0.2685       2.7595       2.5704      
13       0.3021       0.2709       2.7408       2.5546      
14       0.3105       0.2780       2.7235       2.5356      
15       0.3120       0.2797       2.7097       2.5180      
16       0.3170       0.2832       2.6976       2.5046      
17       0.3220       0.2841       2.6812       2.4879      
18       0.3278       0.2865       2.6674       2.4758      
19       0.3281       0.2893       2.6604       2.4635      
20       0.3311       0.2927       2.6477       2.4530      
