Historique d'entraînement - MLP_256_128_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 10:47:18
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2333 (23.33%)
Meilleure loss dev: 2.7163
Temps total d'entraînement: 696.05 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1644       0.1600       3.4853       3.1919      
2        0.1886       0.1815       3.2522       3.0308      
3        0.2014       0.1918       3.1761       2.9568      
4        0.2023       0.1924       3.1333       2.9110      
5        0.2179       0.2050       3.1010       2.8788      
6        0.2175       0.2059       3.0814       2.8527      
7        0.2241       0.2095       3.0661       2.8398      
8        0.2266       0.2133       3.0474       2.8210      
9        0.2245       0.2124       3.0321       2.8104      
10       0.2361       0.2200       3.0210       2.7915      
11       0.2324       0.2181       3.0142       2.7885      
12       0.2389       0.2250       3.0054       2.7689      
13       0.2379       0.2255       2.9981       2.7642      
14       0.2421       0.2273       2.9877       2.7522      
15       0.2423       0.2282       2.9836       2.7473      
16       0.2440       0.2287       2.9797       2.7399      
17       0.2472       0.2313       2.9699       2.7320      
18       0.2471       0.2301       2.9657       2.7227      
19       0.2466       0.2276       2.9636       2.7324      
20       0.2497       0.2333       2.9590       2.7163      
