Historique d'entraînement - LSTMHiddenState_Dropout_Relu_Gridsearch_512_256_128
============================================================
Date: 2026-01-08 01:53:47
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.1515 (15.15%)
Meilleure loss dev: 3.1139
Temps total d'entraînement: 1627.74 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.0861       0.0814       3.5811       3.4478      
2        0.1198       0.1129       3.3507       3.2823      
3        0.1365       0.1309       3.2355       3.2089      
4        0.1462       0.1366       3.1829       3.1819      
5        0.1514       0.1424       3.1544       3.1422      
6        0.1541       0.1445       3.1337       3.1245      
7        0.1598       0.1488       3.1173       3.1175      
8        0.1588       0.1477       3.1045       3.1120      
9        0.1585       0.1460       3.0963       3.1280      
10       0.1579       0.1501       3.0914       3.1116      
11       0.1603       0.1497       3.0895       3.1085      
12       0.1612       0.1479       3.0989       3.1262      
13       0.1633       0.1498       3.0890       3.1101      
14       0.1631       0.1504       3.0828       3.1142      
15       0.1627       0.1509       3.0804       3.0994      
16       0.1626       0.1507       3.0742       3.1090      
17       0.1621       0.1495       3.0794       3.1140      
18       0.1608       0.1501       3.0829       3.1193      
19       0.1633       0.1506       3.0843       3.1164      
20       0.1633       0.1515       3.0810       3.1139      
