model,learning_rate,optimizer,dropout,batch_size,best_epoch,training_time,num_parameters,timestamp
MLP_512_256_Dropout_Gridsearch_Relu,0.01,Adam,0.2,128,4,358.5667188167572,181056,2026-01-08 02:52:04
