Historique d'entraînement - MLP_64_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 08:32:07
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.2127 (21.27%)
Meilleure loss dev: 2.9066
Temps total d'entraînement: 520.09 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1098       0.1096       3.6726       3.4525      
2        0.1315       0.1311       3.4793       3.2932      
3        0.1608       0.1586       3.3790       3.1919      
4        0.1713       0.1666       3.3180       3.1321      
5        0.1874       0.1813       3.2792       3.0862      
6        0.1876       0.1841       3.2477       3.0473      
7        0.1930       0.1892       3.2220       3.0164      
8        0.1953       0.1933       3.1984       2.9876      
9        0.2005       0.1941       3.1862       2.9721      
10       0.2024       0.1969       3.1734       2.9633      
11       0.2070       0.1998       3.1670       2.9540      
12       0.2051       0.1990       3.1600       2.9444      
13       0.2067       0.2018       3.1523       2.9356      
14       0.2117       0.2067       3.1433       2.9297      
15       0.2120       0.2065       3.1407       2.9205      
16       0.2117       0.2045       3.1363       2.9166      
17       0.2171       0.2122       3.1342       2.9124      
18       0.2176       0.2116       3.1276       2.9077      
19       0.2192       0.2127       3.1266       2.9066      
20       0.2180       0.2095       3.1246       2.9056      
