Historique d'entraînement - LSTMHiddenState_Dropout_Relu_Gridsearch_512_256
============================================================
Date: 2026-01-07 22:27:56
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.2867 (28.67%)
Meilleure loss dev: 2.5712
Temps total d'entraînement: 1537.83 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1892       0.1746       3.2100       2.9983      
2        0.2294       0.2048       2.9463       2.8722      
3        0.2453       0.2179       2.8394       2.8186      
4        0.2619       0.2285       2.7578       2.7611      
5        0.2769       0.2387       2.6964       2.7195      
6        0.2889       0.2497       2.6397       2.6777      
7        0.2978       0.2540       2.5888       2.6574      
8        0.3104       0.2607       2.5532       2.6337      
9        0.3174       0.2649       2.5155       2.6041      
10       0.3239       0.2704       2.4816       2.5939      
11       0.3296       0.2714       2.4606       2.5882      
12       0.3334       0.2760       2.4340       2.5701      
13       0.3387       0.2749       2.4156       2.5809      
14       0.3439       0.2811       2.3991       2.5699      
15       0.3437       0.2817       2.3875       2.5559      
16       0.3484       0.2832       2.3770       2.5665      
17       0.3480       0.2846       2.3642       2.5729      
18       0.3497       0.2841       2.3546       2.5686      
19       0.3507       0.2867       2.3458       2.5712      
20       0.3543       0.2862       2.3376       2.5677      
