Historique d'entraînement - MLP_256_128_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-08 02:04:41
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.2462 (24.62%)
Meilleure loss dev: 2.6411
Temps total d'entraînement: 710.90 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1401       0.1343       3.5263       3.2253      
2        0.1677       0.1596       3.2830       3.1035      
3        0.1845       0.1737       3.2075       3.0244      
4        0.1958       0.1848       3.1576       2.9732      
5        0.2049       0.1935       3.1163       2.9282      
6        0.2134       0.2019       3.0853       2.8805      
7        0.2209       0.2104       3.0571       2.8503      
8        0.2263       0.2134       3.0377       2.8182      
9        0.2325       0.2188       3.0205       2.8069      
10       0.2368       0.2224       3.0031       2.7768      
11       0.2427       0.2261       2.9870       2.7525      
12       0.2457       0.2309       2.9728       2.7338      
13       0.2461       0.2325       2.9622       2.7150      
14       0.2510       0.2352       2.9493       2.7002      
15       0.2543       0.2367       2.9420       2.6925      
16       0.2545       0.2370       2.9327       2.6727      
17       0.2547       0.2402       2.9228       2.6639      
18       0.2579       0.2430       2.9134       2.6467      
19       0.2601       0.2462       2.9088       2.6411      
20       0.2607       0.2447       2.9012       2.6225      
