Historique d'entraînement - CNN_32_64_128_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-09 12:41:48
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.3099 (30.99%)
Meilleure loss dev: 50.8979
Temps total d'entraînement: 1321.63 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.2225       0.2135       39.4255      41.9362     
2        0.2564       0.2444       43.8972      43.9208     
3        0.2578       0.2374       45.6309      50.3633     
4        0.2862       0.2698       46.8900      46.3060     
5        0.2913       0.2692       47.4937      47.1598     
6        0.3138       0.2883       47.7854      45.3522     
7        0.3084       0.2786       48.2214      49.7606     
8        0.3223       0.2852       48.0270      46.1651     
9        0.3112       0.2802       48.1524      50.5142     
10       0.3321       0.2916       48.1130      49.1088     
11       0.3188       0.2800       48.5723      51.5664     
12       0.3391       0.2977       48.3762      49.9343     
13       0.3496       0.2982       47.8593      48.5014     
14       0.3396       0.2946       47.7605      49.0608     
15       0.3567       0.3068       48.2470      48.5398     
16       0.3550       0.3041       48.0202      51.5658     
17       0.3500       0.2992       47.6957      51.8292     
18       0.3564       0.3040       47.9677      50.3937     
19       0.3674       0.3099       47.8139      50.8979     
20       0.3597       0.3063       47.9733      55.0386     
