Historique d'entraînement - MLP_256_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-08 19:28:54
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 18
Époques complétées: 20
Meilleure accuracy dev: 0.2740 (27.40%)
Meilleure loss dev: 2.3621
Temps total d'entraînement: 290.62 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1983       0.1868       3.3584       2.9850      
2        0.2360       0.2240       3.1089       2.7574      
3        0.2566       0.2439       2.9862       2.6159      
4        0.2690       0.2580       2.9168       2.5217      
5        0.2737       0.2600       2.8756       2.4863      
6        0.2770       0.2630       2.8537       2.4577      
7        0.2799       0.2674       2.8387       2.4327      
8        0.2843       0.2692       2.8335       2.4125      
9        0.2854       0.2678       2.8239       2.4125      
10       0.2854       0.2652       2.8238       2.4068      
11       0.2858       0.2731       2.8191       2.3972      
12       0.2884       0.2702       2.8157       2.3873      
13       0.2879       0.2725       2.8138       2.3872      
14       0.2905       0.2727       2.8116       2.3783      
15       0.2890       0.2737       2.8062       2.3779      
16       0.2900       0.2700       2.8084       2.3784      
17       0.2880       0.2716       2.8095       2.3774      
18       0.2931       0.2740       2.8019       2.3621      
19       0.2887       0.2727       2.8052       2.3644      
20       0.2902       0.2711       2.7996       2.3690      
