Historique d'entraînement - LSTMHiddenState_Dropout_Tanh_Gridsearch_512_256_128
============================================================
Date: 2026-01-08 17:08:08
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 18
Époques complétées: 20
Meilleure accuracy dev: 0.2853 (28.53%)
Meilleure loss dev: 3.3446
Temps total d'entraînement: 866.07 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1592       0.1495       3.3574       3.0858      
2        0.2331       0.2020       2.9262       2.8297      
3        0.2897       0.2308       2.6961       2.7102      
4        0.3415       0.2511       2.5042       2.6512      
5        0.3821       0.2638       2.3321       2.6531      
6        0.4189       0.2709       2.1833       2.6676      
7        0.4521       0.2729       2.0532       2.7145      
8        0.4803       0.2746       1.9364       2.7524      
9        0.5091       0.2756       1.8312       2.8202      
10       0.5331       0.2778       1.7410       2.9124      
11       0.5545       0.2786       1.6605       2.9736      
12       0.5700       0.2803       1.5960       3.0290      
13       0.5859       0.2835       1.5398       3.0624      
14       0.5976       0.2800       1.4945       3.1214      
15       0.6122       0.2821       1.4535       3.1741      
16       0.6172       0.2813       1.4132       3.2161      
17       0.6284       0.2818       1.3783       3.2886      
18       0.6374       0.2853       1.3498       3.3446      
19       0.6498       0.2849       1.3249       3.3606      
20       0.6536       0.2850       1.2961       3.3799      
