Historique d'entraînement - MLP_512_256_Dropout_Relu_Post_Optimisation
============================================================
Date: 2026-01-08 23:42:22
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.3840 (38.40%)
Meilleure loss dev: 1.7128
Temps total d'entraînement: 3188.79 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.2686       0.2640       2.9829       2.4827      
2        0.3166       0.3131       2.6123       2.1868      
3        0.3381       0.3354       2.4596       2.0334      
4        0.3504       0.3488       2.3662       1.9429      
5        0.3575       0.3554       2.3004       1.8800      
6        0.3625       0.3609       2.2536       1.8407      
7        0.3664       0.3641       2.2177       1.8193      
8        0.3700       0.3678       2.1914       1.7961      
9        0.3708       0.3704       2.1692       1.7805      
10       0.3736       0.3728       2.1517       1.7680      
11       0.3756       0.3750       2.1374       1.7603      
12       0.3761       0.3757       2.1258       1.7526      
13       0.3781       0.3775       2.1155       1.7429      
14       0.3790       0.3789       2.1063       1.7384      
15       0.3812       0.3818       2.1002       1.7318      
16       0.3805       0.3798       2.0937       1.7289      
17       0.3821       0.3818       2.0868       1.7231      
18       0.3823       0.3823       2.0822       1.7180      
19       0.3845       0.3840       2.0755       1.7128      
20       0.3842       0.3832       2.0734       1.7137      
