Historique d'entraînement - CNN_64_128_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-09 10:42:13
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.3170 (31.70%)
Meilleure loss dev: 2.1457
Temps total d'entraînement: 1067.27 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.2918       0.2872       2.9659       2.2927      
2        0.3054       0.2988       2.4298       2.2023      
3        0.3102       0.3017       2.3491       2.2037      
4        0.3134       0.3036       2.3131       2.1888      
5        0.3178       0.3088       2.2941       2.1832      
6        0.3150       0.3039       2.2838       2.1968      
7        0.3224       0.3071       2.2760       2.1805      
8        0.3188       0.3103       2.2628       2.1882      
9        0.3217       0.3104       2.2568       2.2028      
10       0.3225       0.3097       2.2472       2.1837      
11       0.3247       0.3145       2.2342       2.1687      
12       0.3280       0.3137       2.2245       2.1621      
13       0.3239       0.3117       2.2173       2.1786      
14       0.3264       0.3130       2.2144       2.1597      
15       0.3226       0.3092       2.2068       2.1759      
16       0.3238       0.3157       2.2018       2.1704      
17       0.3257       0.3138       2.2022       2.1681      
18       0.3246       0.3137       2.2012       2.1489      
19       0.3243       0.3164       2.1999       2.1556      
20       0.3309       0.3170       2.1961       2.1457      
