Historique d'entraînement - CNN_32_64_128_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-09 19:23:34
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 14
Époques complétées: 20
Meilleure accuracy dev: 0.3992 (39.92%)
Meilleure loss dev: 1.7090
Temps total d'entraînement: 751.26 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.3577       0.3454       2.4773       1.8980      
2        0.3961       0.3671       2.0263       1.8098      
3        0.4120       0.3782       1.9369       1.7655      
4        0.4205       0.3774       1.8822       1.7589      
5        0.4304       0.3878       1.8456       1.7300      
6        0.4403       0.3874       1.8205       1.7282      
7        0.4432       0.3866       1.7983       1.7304      
8        0.4496       0.3897       1.7844       1.7156      
9        0.4543       0.3928       1.7665       1.7235      
10       0.4554       0.3912       1.7534       1.7265      
11       0.4601       0.3939       1.7421       1.7096      
12       0.4588       0.3897       1.7294       1.7179      
13       0.4666       0.3933       1.7179       1.7223      
14       0.4749       0.3992       1.7138       1.7090      
15       0.4710       0.3927       1.7067       1.7083      
16       0.4709       0.3943       1.7005       1.7272      
17       0.4735       0.3943       1.6936       1.7182      
18       0.4707       0.3882       1.6889       1.7233      
19       0.4749       0.3919       1.6856       1.7433      
20       0.4814       0.3927       1.6807       1.7261      
