Historique d'entraînement - MLP_512_256_Dropout_Relu_Post_Optimisation
============================================================
Date: 2026-01-08 21:23:38
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.3312 (33.12%)
Meilleure loss dev: 2.1533
Temps total d'entraînement: 807.08 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1812       0.1705       3.3287       3.0239      
2        0.2241       0.2095       3.0261       2.8389      
3        0.2516       0.2304       2.8999       2.7220      
4        0.2710       0.2460       2.8178       2.6377      
5        0.2864       0.2589       2.7542       2.5734      
6        0.3014       0.2700       2.7109       2.5178      
7        0.3133       0.2765       2.6669       2.4690      
8        0.3237       0.2835       2.6294       2.4319      
9        0.3329       0.2916       2.5993       2.3912      
10       0.3392       0.2981       2.5712       2.3572      
11       0.3485       0.3026       2.5461       2.3248      
12       0.3537       0.3075       2.5234       2.2958      
13       0.3613       0.3116       2.5052       2.2704      
14       0.3640       0.3135       2.4839       2.2477      
15       0.3693       0.3183       2.4688       2.2232      
16       0.3731       0.3209       2.4550       2.2093      
17       0.3788       0.3254       2.4362       2.1855      
18       0.3782       0.3256       2.4243       2.1713      
19       0.3838       0.3312       2.4132       2.1533      
20       0.3864       0.3290       2.4054       2.1429      
