Historique d'entraînement - CNN_32_64_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-09 17:26:22
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 14
Époques complétées: 20
Meilleure accuracy dev: 0.4270 (42.70%)
Meilleure loss dev: 1.6387
Temps total d'entraînement: 577.63 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.3850       0.3632       2.3671       1.8605      
2        0.4307       0.3898       1.8677       1.7510      
3        0.4544       0.4004       1.7558       1.7115      
4        0.4705       0.4072       1.6865       1.6945      
5        0.4895       0.4135       1.6394       1.6721      
6        0.4981       0.4168       1.6040       1.6639      
7        0.5091       0.4195       1.5735       1.6551      
8        0.5144       0.4184       1.5531       1.6535      
9        0.5219       0.4207       1.5324       1.6496      
10       0.5274       0.4174       1.5159       1.6471      
11       0.5360       0.4215       1.5017       1.6362      
12       0.5398       0.4222       1.4872       1.6398      
13       0.5465       0.4256       1.4736       1.6356      
14       0.5472       0.4270       1.4645       1.6387      
15       0.5513       0.4261       1.4591       1.6358      
16       0.5538       0.4239       1.4483       1.6359      
17       0.5598       0.4246       1.4390       1.6388      
18       0.5617       0.4252       1.4309       1.6396      
19       0.5648       0.4240       1.4277       1.6365      
20       0.5655       0.4245       1.4179       1.6332      
