experiment_id,loss_diff,acc_diff,is_overfitting,val_loss_variance,val_acc_variance,final_train_acc,final_val_acc,best_val_acc,best_epoch
MLP_Adam_lr0.0001_bs128_activationrelu_dropout0.0_hidden_layers[128],-0.009327769895159382,0.011006888962950616,False,0.00016675587745886407,0.00015227711065759632,0.1477364883630506,0.1302666666666666,0.1302666666666666,50
MLP_Adam_lr0.0001_bs256_activationrelu_dropout0.0_hidden_layers[128],-0.00692880230767793,0.00829094462034104,False,0.00020961173217401465,0.0001929711818594106,0.14215964005999,0.1277333333333333,0.1277333333333333,50
MLP_Adam_lr0.0001_bs32_activationrelu_dropout0.0_hidden_layers[128],-0.013699552287439545,0.015775970449369556,False,0.00017056517518635882,0.0001513851682539682,0.1649169582847303,0.1419,0.1419,50
MLP_Adam_lr0.0001_bs64_activationrelu_dropout0.0_hidden_layers[128],-0.012187823573861731,0.014022766983280557,False,0.00018900783268120897,0.0001717736421768707,0.1581791923568294,0.1384333333333333,0.1384333333333333,50
MLP_Adam_lr0.001_bs32_activationrelu_dropout0.0_hidden_layers[128],-0.0054443911307986426,0.00552437240852014,False,1.3591519648765359e-05,1.4226045751633919e-05,0.1112036882741765,0.1017,0.1143333333333333,7
