Historique d'entraînement - CNN_32_64_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-09 01:27:15
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 14
Époques complétées: 20
Meilleure accuracy dev: 0.3636 (36.36%)
Meilleure loss dev: 1.7710
Temps total d'entraînement: 1195.63 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.3138       0.3070       2.5316       2.0390      
2        0.3401       0.3279       2.1812       1.9481      
3        0.3454       0.3347       2.1081       1.8920      
4        0.3521       0.3381       2.0654       1.8668      
5        0.3532       0.3375       2.0195       1.8489      
6        0.3611       0.3457       1.9475       1.8271      
7        0.3660       0.3504       1.9192       1.8100      
8        0.3644       0.3459       1.9001       1.8104      
9        0.3747       0.3577       1.8901       1.7871      
10       0.3763       0.3587       1.8815       1.7881      
11       0.3784       0.3596       1.8739       1.7784      
12       0.3763       0.3577       1.8701       1.7857      
13       0.3768       0.3574       1.8684       1.7828      
14       0.3831       0.3636       1.8640       1.7710      
15       0.3798       0.3603       1.8635       1.7757      
16       0.3755       0.3583       1.8599       1.7854      
17       0.3751       0.3559       1.8586       1.7943      
18       0.3794       0.3578       1.8580       1.7880      
19       0.3804       0.3591       1.8561       1.7830      
20       0.3800       0.3618       1.8574       1.7832      
