Historique d'entraînement - CNN_64_128_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-09 03:26:01
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 14
Époques complétées: 20
Meilleure accuracy dev: 0.4229 (42.29%)
Meilleure loss dev: 1.7236
Temps total d'entraînement: 1094.39 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.4199       0.3816       2.1617       1.7848      
2        0.4698       0.4046       1.7453       1.6972      
3        0.4982       0.4144       1.6201       1.6751      
4        0.5207       0.4178       1.5379       1.6652      
5        0.5379       0.4190       1.4781       1.6678      
6        0.5549       0.4210       1.4292       1.6707      
7        0.5601       0.4205       1.3908       1.6777      
8        0.5695       0.4206       1.3607       1.6965      
9        0.5764       0.4213       1.3346       1.6978      
10       0.5830       0.4206       1.3125       1.7027      
11       0.5872       0.4200       1.2926       1.7178      
12       0.5944       0.4211       1.2760       1.7192      
13       0.6013       0.4199       1.2584       1.7256      
14       0.6069       0.4229       1.2469       1.7236      
15       0.6060       0.4197       1.2343       1.7337      
16       0.6125       0.4204       1.2235       1.7331      
17       0.6139       0.4209       1.2092       1.7447      
18       0.6134       0.4205       1.1996       1.7599      
19       0.6172       0.4185       1.1929       1.7604      
20       0.6205       0.4184       1.1879       1.7629      
