Historique d'entraînement - MLP_256_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 10:06:51
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2585 (25.85%)
Meilleure loss dev: 2.6556
Temps total d'entraînement: 512.18 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1002       0.1020       3.7206       3.6097      
2        0.1121       0.1117       3.6077       3.5021      
3        0.1200       0.1213       3.5062       3.3685      
4        0.1340       0.1318       3.4245       3.2813      
5        0.1421       0.1395       3.3665       3.2156      
6        0.1549       0.1505       3.3164       3.1570      
7        0.1696       0.1640       3.2775       3.1048      
8        0.1853       0.1784       3.2386       3.0545      
9        0.2020       0.1940       3.2012       3.0025      
10       0.2093       0.2007       3.1656       2.9548      
11       0.2132       0.2049       3.1307       2.9105      
12       0.2287       0.2200       3.1010       2.8718      
13       0.2336       0.2227       3.0779       2.8362      
14       0.2387       0.2264       3.0521       2.8044      
15       0.2452       0.2326       3.0324       2.7739      
16       0.2507       0.2378       3.0128       2.7507      
17       0.2589       0.2441       2.9915       2.7246      
18       0.2609       0.2483       2.9722       2.7019      
19       0.2678       0.2553       2.9596       2.6793      
20       0.2726       0.2585       2.9388       2.6556      
