model,learning_rate,optimizer,dropout,batch_size,best_epoch,training_time,num_parameters,timestamp
MLP_64_Dropout_Gridsearch_Relu,0.001,Adam,0.4,128,20,529.9754190444946,8320,2026-01-07 23:22:40
