epoch,train_accuracy,dev_accuracy,train_loss,dev_loss
1,0.1790312725656835,0.17543333333333333,3.5284661904411614,3.0640752528576143
2,0.18696328389712827,0.18186666666666668,3.1510767699474127,2.9733697363670837
3,0.1963617174915292,0.19073333333333334,3.1191482620198587,2.9642940805313436
4,0.19751708048658556,0.19006666666666666,3.1088161766740896,2.9572236852442964
5,0.19744487029939453,0.18943333333333334,3.1009197721433877,2.960370565982575
6,0.19763928234183192,0.1911,3.096087568265458,2.962922384383831
7,0.19771149252902295,0.1909,3.0944537503039826,2.9558714673874227
8,0.19813919902238517,0.19126666666666667,3.0917042589560415,2.9660872550720865
9,0.19791145920124423,0.1895,3.090287236347212,2.959740958315261
10,0.19726156751652502,0.1906,3.08485868287239,2.9682367162501557
11,0.20150530467144365,0.19666666666666666,3.086605401096737,2.957361938598308
12,0.19833916569460647,0.19273333333333334,3.0871975764198005,2.9605817591890378
13,0.19820585457979226,0.19063333333333332,3.0819079354034726,2.9631228680306294
14,0.19890018330278286,0.1924,3.0895456725515706,2.965856541978552
15,0.19720046658890186,0.18916666666666668,3.0838086898223507,2.973436598067588
16,0.19435094150974838,0.1882,3.083557660137412,2.9726332218089
17,0.19477309337332666,0.18823333333333334,3.08173542998747,2.973052132383306
