Historique d'entraînement - CNN_64_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-09 16:38:47
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.4163 (41.63%)
Meilleure loss dev: 1.7456
Temps total d'entraînement: 440.44 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.3586       0.3377       2.5013       2.0321      
2        0.3943       0.3644       1.9791       1.9028      
3        0.4127       0.3767       1.8838       1.8575      
4        0.4261       0.3857       1.8310       1.8258      
5        0.4367       0.3930       1.7904       1.8049      
6        0.4436       0.3972       1.7623       1.7918      
7        0.4496       0.3977       1.7377       1.7849      
8        0.4576       0.4026       1.7187       1.7717      
9        0.4636       0.4059       1.7018       1.7671      
10       0.4672       0.4065       1.6877       1.7643      
11       0.4715       0.4074       1.6744       1.7590      
12       0.4735       0.4079       1.6630       1.7602      
13       0.4783       0.4103       1.6542       1.7525      
14       0.4801       0.4110       1.6457       1.7527      
15       0.4827       0.4111       1.6375       1.7501      
16       0.4872       0.4141       1.6304       1.7475      
17       0.4884       0.4131       1.6223       1.7504      
18       0.4917       0.4149       1.6182       1.7448      
19       0.4929       0.4163       1.6103       1.7456      
20       0.4945       0.4156       1.6091       1.7425      
