Historique d'entraînement - LSTMHiddenState_Dropout_Tanh_Gridsearch_64
============================================================
Date: 2026-01-08 14:28:15
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.3362 (33.62%)
Meilleure loss dev: 2.2266
Temps total d'entraînement: 616.67 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.2260       0.2185       3.1149       2.8281      
2        0.2818       0.2669       2.7781       2.6078      
3        0.3110       0.2892       2.6270       2.4838      
4        0.3274       0.3026       2.5378       2.4064      
5        0.3370       0.3091       2.4819       2.3595      
6        0.3438       0.3124       2.4465       2.3313      
7        0.3502       0.3191       2.4115       2.3015      
8        0.3557       0.3216       2.3932       2.2871      
9        0.3597       0.3237       2.3771       2.2776      
10       0.3627       0.3245       2.3650       2.2687      
11       0.3638       0.3245       2.3528       2.2629      
12       0.3663       0.3276       2.3438       2.2552      
13       0.3688       0.3290       2.3350       2.2519      
14       0.3708       0.3312       2.3274       2.2360      
15       0.3730       0.3320       2.3181       2.2382      
16       0.3753       0.3349       2.3111       2.2345      
17       0.3760       0.3317       2.3057       2.2301      
18       0.3759       0.3338       2.2997       2.2295      
19       0.3771       0.3337       2.2966       2.2330      
20       0.3793       0.3362       2.2916       2.2266      
