epoch,train_accuracy,dev_accuracy,train_loss,dev_loss
1,0.1376326167860912,0.13386666666666666,3.5846148038808554,3.2905621203970403
2,0.17141587513192247,0.1675,3.3128316078782505,3.118261858757506
3,0.19162917291562517,0.18106666666666665,3.214872846555947,3.0234352771272053
4,0.20161639726712213,0.19143333333333334,3.1586225207341676,2.958110914839075
5,0.21397544853635506,0.2001,3.1200413707307493,2.914764293711236
6,0.21660278842415154,0.2036,3.088676201000905,2.8812398372812473
7,0.22376270621563074,0.20716666666666667,3.0636447604531165,2.84857428631884
8,0.22924512581236461,0.21163333333333334,3.046463164862963,2.830281043559947
9,0.23561628617452646,0.2183,3.0312127470546524,2.8031947004034166
10,0.23902682886185636,0.2184,3.0152239569045163,2.782841375026297
11,0.2439426762206299,0.22526666666666667,3.002259036540646,2.762425033082353
12,0.24571460312170193,0.22793333333333332,2.9911126983699514,2.7458113355839506
13,0.24930844859190135,0.22716666666666666,2.9823020067126853,2.736377050521526
14,0.2539132366827751,0.2306,2.969627111959559,2.717576851743333
15,0.25497417097150477,0.23363333333333333,2.9657422933666604,2.709450703478874
16,0.2586679997778148,0.23746666666666666,2.9583684140769995,2.696697863112105
17,0.2600511025940121,0.2407,2.949288082021132,2.685396252287195
18,0.26210631561406433,0.2415,2.9453694249351736,2.6760227933843086
19,0.26264511470310503,0.24223333333333333,2.9370974213329712,2.6689189525360755
20,0.2656112870077209,0.24156666666666668,2.932546020316671,2.6599599077346476
