Historique d'entraînement - MLP_64_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-07 22:39:03
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 17
Époques complétées: 20
Meilleure accuracy dev: 0.2247 (22.47%)
Meilleure loss dev: 2.7135
Temps total d'entraînement: 526.29 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1580       0.1550       3.4048       3.1407      
2        0.1879       0.1839       3.1898       2.9997      
3        0.2014       0.1955       3.1086       2.9099      
4        0.2092       0.2058       3.0659       2.8578      
5        0.2146       0.2106       3.0373       2.8288      
6        0.2171       0.2128       3.0137       2.7872      
7        0.2225       0.2185       2.9924       2.7681      
8        0.2250       0.2173       2.9786       2.7566      
9        0.2261       0.2212       2.9706       2.7418      
10       0.2276       0.2201       2.9653       2.7359      
11       0.2274       0.2210       2.9613       2.7313      
12       0.2288       0.2215       2.9574       2.7259      
13       0.2278       0.2220       2.9537       2.7214      
14       0.2275       0.2215       2.9566       2.7198      
15       0.2274       0.2210       2.9543       2.7221      
16       0.2282       0.2216       2.9529       2.7216      
17       0.2303       0.2247       2.9509       2.7135      
18       0.2289       0.2218       2.9475       2.7170      
19       0.2305       0.2247       2.9488       2.7089      
20       0.2317       0.2239       2.9457       2.7077      
