Historique d'entraînement - MLP_64_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 08:14:44
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 17
Époques complétées: 20
Meilleure accuracy dev: 0.2175 (21.75%)
Meilleure loss dev: 2.8207
Temps total d'entraînement: 521.86 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1417       0.1399       3.5658       3.2814      
2        0.1768       0.1744       3.3128       3.0901      
3        0.1959       0.1909       3.2076       2.9879      
4        0.2039       0.1980       3.1430       2.9322      
5        0.2081       0.2042       3.1132       2.9023      
6        0.2075       0.2012       3.0975       2.8881      
7        0.2154       0.2087       3.0840       2.8662      
8        0.2175       0.2109       3.0751       2.8578      
9        0.2162       0.2074       3.0648       2.8483      
10       0.2165       0.2073       3.0550       2.8468      
11       0.2255       0.2134       3.0528       2.8334      
12       0.2195       0.2130       3.0477       2.8381      
13       0.2210       0.2146       3.0468       2.8303      
14       0.2203       0.2124       3.0450       2.8279      
15       0.2150       0.2078       3.0410       2.8244      
16       0.2224       0.2130       3.0394       2.8215      
17       0.2252       0.2175       3.0326       2.8207      
18       0.2257       0.2173       3.0273       2.8190      
19       0.2233       0.2144       3.0262       2.8160      
20       0.2230       0.2146       3.0267       2.8135      
