timestamp,model_name,optimizer,learning_rate,best_epoch,epochs_completed,best_dev_accuracy,best_dev_loss,total_training_time_sec
2026-01-08 14:33:41,MLP_512_256_128_Dropout_Gridsearch_Tanh,Adam,0.01,14,20,0.11873333333333333,3.442867410943863,874.92
2026-01-08 14:38:40,LSTMHiddenState_Dropout_Tanh_Gridsearch_64,Adam,0.001,20,20,0.3012,2.4169534749173103,615.51
2026-01-08 14:48:17,MLP_512_256_128_Dropout_Gridsearch_Tanh,Adam,0.001,19,20,0.24223333333333333,2.6689189525360755,875.77
2026-01-08 14:49:03,LSTMHiddenState_Dropout_Tanh_Gridsearch_64,Adam,0.005,17,20,0.3397,2.223596636792447,613.84
2026-01-08 14:59:27,LSTMHiddenState_Dropout_Tanh_Gridsearch_64,Adam,0.01,18,20,0.3223666666666667,2.3096844881138905,615.34
2026-01-08 15:01:24,MLP_512_256_128_Dropout_Gridsearch_Tanh,Adam,0.005,12,18,0.15333333333333332,3.20480498963214,786.73
2026-01-08 15:07:00,LSTMHiddenState_Dropout_Tanh_Gridsearch_256,Adam,0.001,8,14,0.36043333333333333,2.0902714237253717,442.9
2026-01-08 15:10:54,MLP_512_256_128_Dropout_Gridsearch_Tanh,Adam,0.01,7,13,0.10816666666666666,3.499052058889511,570.28
2026-01-08 15:14:30,LSTMHiddenState_Dropout_Tanh_Gridsearch_256,Adam,0.005,8,14,0.36956666666666665,2.1455209777710285,441.12
2026-01-08 15:21:33,LSTMHiddenState_Dropout_Tanh_Gridsearch_256,Adam,0.01,7,13,0.3670333333333333,2.0937295051331217,412.79
2026-01-08 15:25:31,MLP_512_256_128_Dropout_Gridsearch_Tanh,Adam,0.001,20,20,0.2118,2.8435481507727443,877.29
2026-01-08 15:30:39,LSTMHiddenState_Dropout_Tanh_Gridsearch_256,Adam,0.001,11,17,0.35983333333333334,2.1421191682206824,536.85
2026-01-08 15:38:42,LSTMHiddenState_Dropout_Tanh_Gridsearch_256,Adam,0.005,9,15,0.3702666666666667,2.143088029293304,474.02
2026-01-08 15:38:45,MLP_512_256_128_Dropout_Gridsearch_Tanh,Adam,0.005,12,18,0.12913333333333332,3.315874599903188,794.11
2026-01-08 15:43:55,MLP_512_256_128_Dropout_Gridsearch_Tanh,Adam,0.01,1,7,0.09426666666666667,3.619129215402806,309.16
2026-01-08 15:49:25,LSTMHiddenState_Dropout_Tanh_Gridsearch_256,Adam,0.01,20,20,0.3692666666666667,2.1592534699338546,633.34
2026-01-08 15:56:25,LSTMHiddenState_Dropout_Tanh_Gridsearch_512_256,Adam,0.001,5,11,0.3355666666666667,2.338146270082352,410.0
2026-01-08 16:01:31,MLP_512_256_128_64_Dropout_Gridsearch_Tanh,Adam,0.001,20,20,0.228,2.7366242784134887,1056.46
2026-01-08 16:03:25,LSTMHiddenState_Dropout_Tanh_Gridsearch_512_256,Adam,0.005,5,11,0.34636666666666666,2.379315467083708,407.85
2026-01-08 16:16:00,LSTMHiddenState_Dropout_Tanh_Gridsearch_512_256,Adam,0.01,17,20,0.3098666666666667,2.722334663918678,743.46
2026-01-08 16:18:13,MLP_512_256_128_64_Dropout_Gridsearch_Tanh,Adam,0.005,13,19,0.14443333333333333,3.257398147785917,1001.93
2026-01-08 16:23:38,LSTMHiddenState_Dropout_Tanh_Gridsearch_512_256,Adam,0.001,6,12,0.34026666666666666,2.4404827990430467,446.6
2026-01-08 16:27:52,MLP_512_256_128_64_Dropout_Gridsearch_Tanh,Adam,0.01,5,11,0.10156666666666667,3.5034108385126643,579.25
2026-01-08 16:32:31,LSTMHiddenState_Dropout_Tanh_Gridsearch_512_256,Adam,0.005,8,14,0.34673333333333334,2.586256577613506,520.85
2026-01-08 16:45:18,LSTMHiddenState_Dropout_Tanh_Gridsearch_512_256,Adam,0.01,19,20,0.308,2.713819534220594,755.15
2026-01-08 16:45:19,MLP_512_256_128_64_Dropout_Gridsearch_Tanh,Adam,0.001,18,20,0.20053333333333334,2.9056787338662655,1047.05
2026-01-08 16:53:28,LSTMHiddenState_Dropout_Tanh_Gridsearch_512_256_128,Adam,0.001,5,11,0.2860666666666667,2.5702608078084093,478.16
2026-01-08 16:58:51,MLP_512_256_128_64_Dropout_Gridsearch_Tanh,Adam,0.005,10,16,0.1246,3.3422044165590976,811.15
2026-01-08 17:08:08,LSTMHiddenState_Dropout_Tanh_Gridsearch_512_256_128,Adam,0.005,18,20,0.28526666666666667,3.3445931404194935,866.07
2026-01-08 17:14:56,MLP_512_256_128_64_Dropout_Gridsearch_Tanh,Adam,0.01,13,19,0.09123333333333333,3.541447485254166,965.17
2026-01-08 17:22:49,LSTMHiddenState_Dropout_Tanh_Gridsearch_512_256_128,Adam,0.01,16,20,0.1965,2.9029913902282716,867.65
2026-01-08 17:31:44,LSTMHiddenState_Dropout_Tanh_Gridsearch_512_256_128,Adam,0.001,6,12,0.28326666666666667,2.7609889558021057,520.42
2026-01-08 17:31:49,MLP_512_256_128_64_Dropout_Gridsearch_Tanh,Adam,0.001,20,20,0.17843333333333333,3.0301294580419014,1013.48
2026-01-08 17:41:08,MLP_512_256_128_64_Dropout_Gridsearch_Tanh,Adam,0.005,5,11,0.10403333333333334,3.4386635252769957,559.04
2026-01-08 17:46:45,LSTMHiddenState_Dropout_Tanh_Gridsearch_512_256_128,Adam,0.005,20,20,0.2822,3.226811659589727,887.72
2026-01-08 17:57:14,MLP_512_256_128_64_Dropout_Gridsearch_Tanh,Adam,0.01,11,17,0.08083333333333333,3.616341508703029,966.02
2026-01-08 18:03:01,LSTMHiddenState_Dropout_Tanh_Gridsearch_512_256_128,Adam,0.01,20,20,0.2189,2.8151835654644257,962.46
2026-01-08 18:03:01,MLP_64_Dropout_Gridsearch_Relu,Adam,0.001,20,20,0.21293333333333334,2.8418688774108887,340.99
2026-01-08 18:08:19,MLP_64_Dropout_Gridsearch_Relu,Adam,0.005,13,19,0.23203333333333334,2.697494046162751,317.95
2026-01-08 18:10:15,LSTMHiddenState_Dropout_Relu_Gridsearch_64,Adam,0.001,19,20,0.27176666666666666,2.548245702759694,412.28
2026-01-08 18:13:55,MLP_64_Dropout_Gridsearch_Relu,Adam,0.01,16,20,0.21016666666666667,2.776967371924449,335.66
2026-01-08 18:17:13,LSTMHiddenState_Dropout_Relu_Gridsearch_64,Adam,0.005,20,20,0.2998,2.3791161573539346,411.66
2026-01-08 18:19:29,MLP_64_Dropout_Gridsearch_Relu,Adam,0.001,20,20,0.20603333333333335,2.9032362881353344,334.2
2026-01-08 18:24:12,LSTMHiddenState_Dropout_Relu_Gridsearch_64,Adam,0.01,19,20,0.30283333333333334,2.3443133063235524,411.92
2026-01-08 18:25:03,MLP_64_Dropout_Gridsearch_Relu,Adam,0.005,19,20,0.21623333333333333,2.777081085463702,334.1
2026-01-08 18:30:38,MLP_64_Dropout_Gridsearch_Relu,Adam,0.01,20,20,0.19756666666666667,2.8583213151511497,334.24
2026-01-08 18:31:10,LSTMHiddenState_Dropout_Relu_Gridsearch_64,Adam,0.001,19,20,0.25766666666666665,2.5781687093993364,410.77
2026-01-08 18:36:13,MLP_64_Dropout_Gridsearch_Relu,Adam,0.001,20,20,0.19506666666666667,2.963905146566488,335.18
2026-01-08 18:38:10,LSTMHiddenState_Dropout_Relu_Gridsearch_64,Adam,0.005,19,20,0.29173333333333334,2.406627749992629,413.78
2026-01-08 18:41:48,MLP_64_Dropout_Gridsearch_Relu,Adam,0.005,17,20,0.19736666666666666,2.874140533350282,334.81
2026-01-08 18:45:08,LSTMHiddenState_Dropout_Relu_Gridsearch_64,Adam,0.01,20,20,0.28423333333333334,2.4097872366339472,410.57
2026-01-08 18:47:24,MLP_64_Dropout_Gridsearch_Relu,Adam,0.01,16,20,0.17626666666666665,2.9540504015098183,336.0
2026-01-08 18:51:49,LSTMHiddenState_Dropout_Relu_Gridsearch_256,Adam,0.001,17,20,0.3542,2.1509386078786044,394.56
2026-01-08 18:52:33,MLP_256_Dropout_Gridsearch_Relu,Adam,0.001,20,20,0.34623333333333334,2.033123594219402,309.71
2026-01-08 18:56:30,LSTMHiddenState_Dropout_Relu_Gridsearch_256,Adam,0.005,10,16,0.36133333333333334,2.1529734993385055,274.86
2026-01-08 18:57:17,MLP_256_Dropout_Gridsearch_Relu,Adam,0.005,20,20,0.3468333333333333,2.001809065624819,283.81
2026-01-08 19:00:39,MLP_256_Dropout_Gridsearch_Relu,Adam,0.01,8,14,0.3172,2.1657220084788436,201.79
2026-01-08 19:00:53,LSTMHiddenState_Dropout_Relu_Gridsearch_256,Adam,0.01,9,15,0.3653,2.0597491597725175,258.21
2026-01-08 19:05:25,MLP_256_Dropout_Gridsearch_Relu,Adam,0.001,20,20,0.3335,2.106083350666499,285.72
2026-01-08 19:06:42,LSTMHiddenState_Dropout_Relu_Gridsearch_256,Adam,0.001,16,20,0.35283333333333333,2.081495772984068,343.0
2026-01-08 19:10:10,MLP_256_Dropout_Gridsearch_Relu,Adam,0.005,20,20,0.3364333333333333,2.0630137890072193,285.27
2026-01-08 19:11:06,LSTMHiddenState_Dropout_Relu_Gridsearch_256,Adam,0.005,9,15,0.3582,2.0953918816679615,258.69
2026-01-08 19:14:26,MLP_256_Dropout_Gridsearch_Relu,Adam,0.01,12,18,0.3014,2.2425873279571533,256.01
2026-01-08 19:16:54,LSTMHiddenState_Dropout_Relu_Gridsearch_256,Adam,0.01,18,20,0.3629,2.1135977324792896,342.2
2026-01-08 19:19:14,MLP_256_Dropout_Gridsearch_Relu,Adam,0.001,20,20,0.31156666666666666,2.2284119311025585,288.0
2026-01-08 19:22:36,LSTMHiddenState_Dropout_Relu_Gridsearch_512_256,Adam,0.001,11,17,0.3162333333333333,3.024851297928115,336.09
2026-01-08 19:24:03,MLP_256_Dropout_Gridsearch_Relu,Adam,0.005,19,20,0.30843333333333334,2.1852640964217107,289.09
2026-01-08 19:27:20,LSTMHiddenState_Dropout_Relu_Gridsearch_512_256,Adam,0.005,8,14,0.3421,2.654594057697361,278.49
2026-01-08 19:28:54,MLP_256_Dropout_Gridsearch_Relu,Adam,0.01,18,20,0.2739666666666667,2.3621359639248607,290.62
2026-01-08 19:33:10,LSTMHiddenState_Dropout_Relu_Gridsearch_512_256,Adam,0.01,11,17,0.3404,2.522598141330784,343.47
2026-01-08 19:35:17,MLP_256_128_Dropout_Gridsearch_Relu,Adam,0.001,20,20,0.3014,2.335322897313005,383.02
2026-01-08 19:38:37,LSTMHiddenState_Dropout_Relu_Gridsearch_512_256,Adam,0.001,10,16,0.3169666666666667,2.7271974551475653,320.05
2026-01-08 19:41:41,MLP_256_128_Dropout_Gridsearch_Relu,Adam,0.005,20,20,0.26203333333333334,2.503576642375881,384.32
2026-01-08 19:45:23,LSTMHiddenState_Dropout_Relu_Gridsearch_512_256,Adam,0.005,14,20,0.3529333333333333,2.9477466991392234,400.2
2026-01-08 19:48:02,MLP_256_128_Dropout_Gridsearch_Relu,Adam,0.01,20,20,0.2072,2.8935502424078474,380.7
2026-01-08 19:52:08,LSTMHiddenState_Dropout_Relu_Gridsearch_512_256,Adam,0.01,16,20,0.32853333333333334,2.731610407263546,398.7
2026-01-08 19:54:27,MLP_256_128_Dropout_Gridsearch_Relu,Adam,0.001,20,20,0.2697333333333333,2.5031908851558877,384.74
2026-01-08 19:59:17,LSTMHiddenState_Dropout_Relu_Gridsearch_512_256_128,Adam,0.001,13,19,0.2762,4.026978141170437,422.36
2026-01-08 20:00:52,MLP_256_128_Dropout_Gridsearch_Relu,Adam,0.005,19,20,0.23516666666666666,2.6661100266343456,385.31
2026-01-08 21:06:46,LSTMHiddenState_Dropout_Relu_256_Post_Optimisation,Adam,0.005,7,13,0.3671333333333333,2.023757365409364,476.3
2026-01-08 21:21:21,LSTMHiddenState_Dropout_Relu_256_Post_Optimisation,Adam,0.005,11,17,0.3618,2.0930771822625016,680.83
2026-01-08 21:23:38,MLP_512_256_Dropout_Relu_Post_Optimisation,Adam,0.001,19,20,0.3312,2.1533348073350624,807.08
2026-01-08 21:42:24,MLP_512_256_Dropout_Relu_Post_Optimisation,Adam,0.001,20,20,0.18966666666666668,3.995420732903988,767.93
2026-01-08 22:00:16,CNN_32_Dropout_Gridsearch_Relu,Adam,0.001,20,20,0.4126,1.7566803767482864,1113.24
2026-01-08 22:20:06,CNN_32_Dropout_Gridsearch_Relu,Adam,0.005,20,20,0.388,1.8893812040784466,1167.51
2026-01-08 22:39:31,CNN_32_Dropout_Gridsearch_Relu,Adam,0.01,16,20,0.3712666666666667,1.9241660472426587,1144.06
2026-01-08 22:58:37,CNN_32_Dropout_Gridsearch_Relu,Adam,0.001,17,20,0.40726666666666667,1.7631114103646675,1120.19
2026-01-08 23:10:45,CNN_32_Dropout_Gridsearch_Relu,Adam,0.005,7,13,0.38676666666666665,1.84826871377827,706.22
2026-01-08 23:21:12,CNN_32_Dropout_Gridsearch_Relu,Adam,0.01,6,12,0.3595,1.9525797123085462,610.4
