Historique d'entraînement - CNN_64_128_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-09 18:02:52
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.3461 (34.61%)
Meilleure loss dev: 1.8572
Temps total d'entraînement: 573.73 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.2650       0.2676       2.7994       2.2651      
2        0.2881       0.2879       2.4770       2.1653      
3        0.3014       0.2978       2.3743       2.0883      
4        0.3116       0.3045       2.2895       2.0377      
5        0.3171       0.3068       2.2243       2.0053      
6        0.3222       0.3131       2.1784       1.9772      
7        0.3237       0.3152       2.1473       1.9658      
8        0.3255       0.3149       2.1303       1.9617      
9        0.3317       0.3187       2.1141       1.9433      
10       0.3329       0.3205       2.1036       1.9407      
11       0.3398       0.3227       2.0910       1.9181      
12       0.3448       0.3295       2.0754       1.9060      
13       0.3453       0.3293       2.0619       1.9001      
14       0.3456       0.3276       2.0482       1.9020      
15       0.3520       0.3362       2.0312       1.8872      
16       0.3540       0.3376       2.0191       1.8768      
17       0.3538       0.3382       2.0103       1.8754      
18       0.3615       0.3404       1.9962       1.8632      
19       0.3652       0.3461       1.9856       1.8572      
20       0.3655       0.3432       1.9699       1.8519      
