Historique d'entraînement - CNN_64_128_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-09 02:58:01
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.3701 (37.01%)
Meilleure loss dev: 1.7717
Temps total d'entraînement: 1094.27 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.3272       0.3202       2.3954       1.9948      
2        0.3528       0.3412       2.0975       1.8915      
3        0.3575       0.3460       2.0414       1.8725      
4        0.3602       0.3454       2.0141       1.8632      
5        0.3652       0.3523       1.9925       1.8373      
6        0.3599       0.3445       1.9669       1.8319      
7        0.3730       0.3598       1.9543       1.8152      
8        0.3731       0.3597       1.9484       1.8022      
9        0.3783       0.3637       1.9429       1.7985      
10       0.3716       0.3561       1.9373       1.8103      
11       0.3759       0.3652       1.9343       1.7964      
12       0.3740       0.3590       1.9315       1.8013      
13       0.3786       0.3665       1.9247       1.7798      
14       0.3825       0.3664       1.9179       1.7858      
15       0.3824       0.3611       1.9130       1.7885      
16       0.3826       0.3664       1.9065       1.7898      
17       0.3848       0.3639       1.8999       1.7840      
18       0.3848       0.3643       1.8960       1.7820      
19       0.3889       0.3674       1.8866       1.7864      
20       0.3920       0.3701       1.8775       1.7717      
