Historique d'entraînement - MLP_512_256_128_64_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 17:14:56
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 13
Époques complétées: 19
Meilleure accuracy dev: 0.0912 (9.12%)
Meilleure loss dev: 3.5414
Temps total d'entraînement: 965.17 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.0862       0.0813       3.7575       3.6035      
2        0.0907       0.0880       3.7119       3.5937      
3        0.0916       0.0879       3.7026       3.5766      
4        0.0870       0.0857       3.7021       3.5699      
5        0.0891       0.0872       3.6976       3.5494      
6        0.0939       0.0895       3.6923       3.5518      
7        0.0875       0.0850       3.7004       3.5725      
8        0.0890       0.0895       3.6984       3.5458      
9        0.0943       0.0911       3.7012       3.5464      
10       0.0915       0.0880       3.6976       3.5490      
11       0.0913       0.0874       3.6923       3.5483      
12       0.0903       0.0881       3.6927       3.5444      
13       0.0957       0.0912       3.6917       3.5414      
14       0.0901       0.0872       3.6920       3.5473      
15       0.0837       0.0831       3.6911       3.5473      
16       0.0897       0.0867       3.6918       3.5447      
17       0.0845       0.0847       3.6931       3.5487      
18       0.0884       0.0872       3.6945       3.5466      
19       0.0943       0.0891       3.6963       3.5367      
