Historique d'entraînement - MLP_256_128_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-08 01:06:41
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.3067 (30.67%)
Meilleure loss dev: 2.2755
Temps total d'entraînement: 718.36 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1634       0.1584       3.3948       3.1072      
2        0.1986       0.1868       3.1057       2.9513      
3        0.2212       0.2079       2.9934       2.8427      
4        0.2408       0.2232       2.9134       2.7630      
5        0.2532       0.2349       2.8539       2.6949      
6        0.2671       0.2465       2.8055       2.6399      
7        0.2779       0.2515       2.7671       2.6023      
8        0.2855       0.2600       2.7317       2.5605      
9        0.2936       0.2644       2.7064       2.5321      
10       0.3008       0.2753       2.6782       2.4956      
11       0.3063       0.2771       2.6564       2.4687      
12       0.3114       0.2832       2.6371       2.4460      
13       0.3173       0.2872       2.6164       2.4139      
14       0.3209       0.2894       2.6035       2.3962      
15       0.3249       0.2919       2.5882       2.3763      
16       0.3289       0.2960       2.5699       2.3540      
17       0.3338       0.2995       2.5573       2.3282      
18       0.3348       0.3032       2.5391       2.3112      
19       0.3373       0.3060       2.5327       2.2912      
20       0.3413       0.3067       2.5184       2.2755      
