Historique d'entraînement - CNN_64_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-09 16:46:15
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 16
Époques complétées: 20
Meilleure accuracy dev: 0.3993 (39.93%)
Meilleure loss dev: 1.8501
Temps total d'entraînement: 440.14 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.3782       0.3533       2.3324       1.9718      
2        0.4052       0.3742       1.9548       1.8825      
3        0.4189       0.3835       1.8709       1.8515      
4        0.4312       0.3894       1.8230       1.8400      
5        0.4369       0.3910       1.7911       1.8328      
6        0.4420       0.3948       1.7664       1.8292      
7        0.4442       0.3964       1.7520       1.8337      
8        0.4464       0.3960       1.7351       1.8390      
9        0.4492       0.3963       1.7232       1.8396      
10       0.4511       0.3988       1.7136       1.8453      
11       0.4473       0.3967       1.7035       1.8617      
12       0.4498       0.3972       1.6980       1.8573      
13       0.4503       0.3960       1.6899       1.8623      
14       0.4551       0.3970       1.6835       1.8572      
15       0.4576       0.3983       1.6802       1.8555      
16       0.4606       0.3993       1.6782       1.8501      
17       0.4579       0.3977       1.6719       1.8635      
18       0.4545       0.3950       1.6690       1.8723      
19       0.4511       0.3912       1.6672       1.8780      
20       0.4555       0.3964       1.6642       1.8617      
