Historique d'entraînement - MLP_512_256_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-08 03:03:56
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.3329 (33.29%)
Meilleure loss dev: 2.1238
Temps total d'entraînement: 711.97 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1793       0.1671       3.3277       3.0286      
2        0.2248       0.2069       3.0261       2.8419      
3        0.2541       0.2319       2.9024       2.7273      
4        0.2722       0.2461       2.8160       2.6439      
5        0.2900       0.2582       2.7548       2.5738      
6        0.3018       0.2658       2.7032       2.5215      
7        0.3139       0.2750       2.6631       2.4693      
8        0.3262       0.2842       2.6253       2.4261      
9        0.3332       0.2917       2.5924       2.3860      
10       0.3425       0.2975       2.5662       2.3505      
11       0.3492       0.2979       2.5377       2.3250      
12       0.3551       0.3060       2.5162       2.2985      
13       0.3611       0.3097       2.4950       2.2680      
14       0.3647       0.3140       2.4766       2.2411      
15       0.3707       0.3174       2.4538       2.2165      
16       0.3753       0.3222       2.4393       2.1972      
17       0.3785       0.3257       2.4244       2.1770      
18       0.3799       0.3274       2.4059       2.1641      
19       0.3836       0.3285       2.3991       2.1423      
20       0.3883       0.3329       2.3828       2.1238      
