Historique d'entraînement - MLP_512_256_128_64_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-08 06:08:10
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 13
Époques complétées: 19
Meilleure accuracy dev: 0.1466 (14.66%)
Meilleure loss dev: 3.1765
Temps total d'entraînement: 1027.82 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1277       0.1217       3.4899       3.3212      
2        0.1395       0.1319       3.3497       3.2465      
3        0.1436       0.1357       3.3230       3.2305      
4        0.1465       0.1371       3.3067       3.2114      
5        0.1435       0.1343       3.2966       3.2131      
6        0.1509       0.1426       3.2849       3.1919      
7        0.1488       0.1401       3.2839       3.1955      
8        0.1538       0.1464       3.2812       3.1801      
9        0.1528       0.1436       3.2760       3.1782      
10       0.1525       0.1436       3.2754       3.1799      
11       0.1516       0.1447       3.2743       3.1709      
12       0.1517       0.1421       3.2744       3.1818      
13       0.1550       0.1466       3.2685       3.1765      
14       0.1505       0.1410       3.2734       3.1846      
15       0.1524       0.1423       3.2683       3.1790      
16       0.1505       0.1437       3.2673       3.1761      
17       0.1561       0.1444       3.2668       3.1712      
18       0.1570       0.1435       3.2722       3.1886      
19       0.1505       0.1405       3.2657       3.2073      
