Historique d'entraînement - LSTMHiddenState_Dropout_Tanh_Gridsearch_512_256_128
============================================================
Date: 2026-01-08 09:42:50
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 15
Époques complétées: 20
Meilleure accuracy dev: 0.1045 (10.45%)
Meilleure loss dev: 3.3820
Temps total d'entraînement: 1614.28 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.0819       0.0774       3.5919       3.4800      
2        0.0899       0.0854       3.4543       3.4010      
3        0.0945       0.0868       3.4096       3.3968      
4        0.0990       0.0924       3.4018       3.3844      
5        0.0980       0.0899       3.3914       3.3885      
6        0.1090       0.1027       3.3864       3.3697      
7        0.1056       0.0994       3.3897       3.3738      
8        0.0986       0.0891       3.3812       3.3946      
9        0.1032       0.0968       3.3811       3.3869      
10       0.1075       0.1031       3.3835       3.4160      
11       0.1010       0.0963       3.3870       3.3946      
12       0.1046       0.0970       3.3913       3.4040      
13       0.1034       0.0979       3.3912       3.3959      
14       0.1062       0.1002       3.3921       3.3940      
15       0.1093       0.1045       3.3958       3.3820      
16       0.1081       0.1033       3.3987       3.3923      
17       0.1101       0.1031       3.3935       3.3958      
18       0.1062       0.0968       3.3964       3.3881      
19       0.1042       0.0977       3.3961       3.3972      
20       0.1090       0.1039       3.3922       3.3899      
