Historique d'entraînement - MLP_512_256_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-08 03:15:46
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 18
Époques complétées: 20
Meilleure accuracy dev: 0.2102 (21.02%)
Meilleure loss dev: 2.8573
Temps total d'entraînement: 710.14 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1719       0.1652       3.3506       3.1188      
2        0.1930       0.1791       3.1985       3.0250      
3        0.2033       0.1892       3.1479       2.9811      
4        0.2077       0.1885       3.1171       2.9507      
5        0.2126       0.1947       3.0985       2.9322      
6        0.2152       0.1976       3.0838       2.9165      
7        0.2218       0.2038       3.0726       2.9183      
8        0.2228       0.2018       3.0658       2.8977      
9        0.2224       0.2028       3.0569       2.9047      
10       0.2226       0.2045       3.0517       2.8956      
11       0.2249       0.2060       3.0462       2.8898      
12       0.2258       0.2053       3.0420       2.8878      
13       0.2262       0.2075       3.0401       2.8906      
14       0.2294       0.2085       3.0350       2.8753      
15       0.2265       0.2059       3.0354       2.8729      
16       0.2268       0.2093       3.0313       2.8763      
17       0.2279       0.2062       3.0258       2.8736      
18       0.2330       0.2102       3.0268       2.8573      
19       0.2286       0.2072       3.0268       2.8677      
20       0.2308       0.2076       3.0279       2.8654      
