Historique d'entraînement - CNN_64_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-09 00:54:16
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 17
Époques complétées: 20
Meilleure accuracy dev: 0.3640 (36.40%)
Meilleure loss dev: 1.9414
Temps total d'entraînement: 979.41 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.3589       0.3398       2.4024       2.0242      
2        0.3666       0.3451       2.0961       1.9834      
3        0.3792       0.3547       2.0469       1.9588      
4        0.3844       0.3546       2.0258       1.9367      
5        0.3862       0.3604       2.0080       1.9363      
6        0.3912       0.3619       2.0006       1.9412      
7        0.3853       0.3608       1.9968       1.9300      
8        0.3901       0.3598       1.9868       1.9383      
9        0.3965       0.3637       1.9858       1.9251      
10       0.3886       0.3593       1.9826       1.9424      
11       0.3953       0.3627       1.9841       1.9280      
12       0.3934       0.3625       1.9807       1.9374      
13       0.3905       0.3605       1.9782       1.9538      
14       0.3840       0.3542       1.9799       1.9624      
15       0.3920       0.3638       1.9781       1.9514      
16       0.3902       0.3609       1.9803       1.9447      
17       0.3933       0.3640       1.9782       1.9414      
18       0.3908       0.3614       1.9744       1.9440      
19       0.3964       0.3623       1.9739       1.9364      
20       0.3940       0.3637       1.9759       1.9345      
