model,learning_rate,optimizer,dropout,batch_size,best_epoch,training_time,num_parameters,timestamp
MLP_256_Dropout_Gridsearch_Relu,0.01,Adam,0.3,128,18,527.8621764183044,33088,2026-01-08 00:28:16
