Historique d'entraînement - LSTMHiddenState_Dropout_Tanh_Softmax_64
============================================================
Date: 2026-01-07 15:03:57
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 18
Époques complétées: 20
Meilleure accuracy dev: 0.2151 (21.51%)
Meilleure loss dev: 3.9710
Temps total d'entraînement: 263.90 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1341       0.1214       4.0849       4.0650      
2        0.1636       0.1463       4.0439       4.0398      
3        0.1822       0.1627       4.0233       4.0236      
4        0.1965       0.1735       4.0083       4.0133      
5        0.2062       0.1791       3.9967       4.0066      
6        0.2179       0.1888       3.9867       3.9974      
7        0.2254       0.1929       3.9785       3.9930      
8        0.2320       0.1962       3.9714       3.9900      
9        0.2364       0.1982       3.9664       3.9878      
10       0.2410       0.2000       3.9618       3.9853      
11       0.2454       0.2016       3.9588       3.9838      
12       0.2487       0.2035       3.9560       3.9823      
13       0.2515       0.2050       3.9519       3.9810      
14       0.2551       0.2049       3.9484       3.9805      
15       0.2578       0.2089       3.9464       3.9777      
16       0.2625       0.2113       3.9426       3.9740      
17       0.2666       0.2145       3.9388       3.9715      
18       0.2679       0.2151       3.9374       3.9710      
19       0.2704       0.2128       3.9352       3.9723      
20       0.2705       0.2134       3.9351       3.9719      
