Historique d'entraînement - LSTMHiddenState_Dropout_Relu_Gridsearch_512_256
============================================================
Date: 2026-01-07 23:23:52
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.2818 (28.18%)
Meilleure loss dev: 2.5746
Temps total d'entraînement: 1429.18 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1836       0.1705       3.2469       3.0228      
2        0.2117       0.1948       3.0060       2.9195      
3        0.2301       0.2068       2.9168       2.8632      
4        0.2425       0.2179       2.8427       2.8195      
5        0.2600       0.2261       2.7877       2.7825      
6        0.2700       0.2360       2.7355       2.7440      
7        0.2800       0.2433       2.6915       2.7168      
8        0.2886       0.2515       2.6459       2.6905      
9        0.2994       0.2594       2.6075       2.6540      
10       0.3028       0.2628       2.5749       2.6489      
11       0.3104       0.2667       2.5460       2.6225      
12       0.3148       0.2702       2.5234       2.6213      
13       0.3189       0.2697       2.5035       2.6051      
14       0.3191       0.2723       2.4951       2.5985      
15       0.3244       0.2793       2.4739       2.5962      
16       0.3243       0.2798       2.4593       2.5816      
17       0.3254       0.2765       2.4541       2.5734      
18       0.3300       0.2787       2.4397       2.5694      
19       0.3330       0.2818       2.4300       2.5746      
20       0.3314       0.2788       2.4265       2.5744      
