Historique d'entraînement - CNN_64_128_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-09 18:28:49
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 14
Époques complétées: 20
Meilleure accuracy dev: 0.2910 (29.10%)
Meilleure loss dev: 2.1492
Temps total d'entraînement: 594.93 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.2530       0.2493       2.9282       2.3893      
2        0.2678       0.2642       2.6821       2.3167      
3        0.2774       0.2695       2.6274       2.2593      
4        0.2819       0.2783       2.5872       2.2344      
5        0.2858       0.2814       2.5650       2.2079      
6        0.2906       0.2811       2.5517       2.2030      
7        0.2883       0.2805       2.5407       2.2118      
8        0.2907       0.2833       2.5312       2.2083      
9        0.2860       0.2780       2.5225       2.2134      
10       0.2908       0.2817       2.5163       2.1947      
11       0.2950       0.2881       2.5102       2.1861      
12       0.2947       0.2860       2.5034       2.1635      
13       0.2964       0.2898       2.4904       2.1352      
14       0.2957       0.2910       2.4885       2.1492      
15       0.2925       0.2865       2.4874       2.1427      
16       0.2952       0.2896       2.4805       2.1432      
17       0.2957       0.2904       2.4749       2.1455      
18       0.2917       0.2883       2.4707       2.1236      
19       0.2951       0.2867       2.4681       2.1187      
20       0.2979       0.2883       2.4671       2.1283      
