Historique d'entraînement - MLP_256_128_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 11:41:02
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2172 (21.72%)
Meilleure loss dev: 2.8521
Temps total d'entraînement: 702.01 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1065       0.1037       3.7328       3.5131      
2        0.1251       0.1226       3.5359       3.3528      
3        0.1454       0.1425       3.4371       3.2527      
4        0.1621       0.1580       3.3737       3.1834      
5        0.1713       0.1661       3.3316       3.1286      
6        0.1801       0.1733       3.2986       3.0904      
7        0.1850       0.1764       3.2716       3.0560      
8        0.1911       0.1840       3.2472       3.0242      
9        0.1960       0.1862       3.2304       2.9993      
10       0.2002       0.1935       3.2156       2.9795      
11       0.2050       0.1967       3.2023       2.9631      
12       0.2076       0.2016       3.1942       2.9452      
13       0.2112       0.2038       3.1818       2.9320      
14       0.2153       0.2068       3.1694       2.9202      
15       0.2188       0.2092       3.1594       2.9046      
16       0.2219       0.2116       3.1517       2.8924      
17       0.2231       0.2099       3.1396       2.8786      
18       0.2222       0.2106       3.1360       2.8731      
19       0.2282       0.2160       3.1295       2.8621      
20       0.2286       0.2172       3.1233       2.8521      
