Historique d'entraînement - MLP_256_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-08 19:24:03
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.3084 (30.84%)
Meilleure loss dev: 2.1853
Temps total d'entraînement: 289.09 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1985       0.1889       3.3294       2.9619      
2        0.2513       0.2379       3.0179       2.6630      
3        0.2822       0.2660       2.8658       2.4987      
4        0.2930       0.2798       2.7758       2.4080      
5        0.2999       0.2861       2.7263       2.3440      
6        0.3068       0.2933       2.6953       2.3058      
7        0.3125       0.2951       2.6700       2.2753      
8        0.3134       0.2976       2.6524       2.2544      
9        0.3154       0.2990       2.6392       2.2419      
10       0.3171       0.3017       2.6301       2.2275      
11       0.3168       0.3003       2.6219       2.2191      
12       0.3172       0.3024       2.6151       2.2158      
13       0.3188       0.3020       2.6085       2.2029      
14       0.3211       0.3004       2.6073       2.2033      
15       0.3200       0.3020       2.6000       2.1962      
16       0.3183       0.3022       2.5993       2.1984      
17       0.3222       0.3035       2.5941       2.1946      
18       0.3203       0.3039       2.5918       2.1983      
19       0.3245       0.3084       2.5900       2.1853      
20       0.3240       0.3072       2.5917       2.1835      
