model,learning_rate,optimizer,dropout,batch_size,best_epoch,training_time,num_parameters,timestamp
MLP_256_Dropout_Gridsearch_Relu,0.001,Adam,0.4,256,20,288.00257325172424,33088,2026-01-08 19:19:14
