Historique d'entraînement - LSTMHiddenState_Dropout_Relu_256_Post_Optimisation_DataAugmentation_20epochs
============================================================
Date: 2026-01-09 01:01:06
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.4563 (45.63%)
Meilleure loss dev: 1.5317
Temps total d'entraînement: 1677.06 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.3834       0.3782       2.3529       1.8436      
2        0.4183       0.4069       1.8834       1.7056      
3        0.4329       0.4204       1.7827       1.6566      
4        0.4452       0.4304       1.7288       1.6250      
5        0.4523       0.4355       1.6934       1.6005      
6        0.4568       0.4382       1.6668       1.5933      
7        0.4627       0.4420       1.6474       1.5770      
8        0.4659       0.4449       1.6311       1.5695      
9        0.4682       0.4466       1.6176       1.5614      
10       0.4700       0.4482       1.6072       1.5571      
11       0.4733       0.4493       1.5963       1.5508      
12       0.4756       0.4509       1.5879       1.5459      
13       0.4762       0.4512       1.5798       1.5481      
14       0.4781       0.4524       1.5741       1.5402      
15       0.4785       0.4523       1.5683       1.5414      
16       0.4811       0.4534       1.5638       1.5346      
17       0.4804       0.4540       1.5585       1.5381      
18       0.4829       0.4557       1.5530       1.5322      
19       0.4839       0.4563       1.5507       1.5317      
20       0.4835       0.4561       1.5444       1.5301      
