Historique d'entraînement - LSTMHiddenState_Dropout_64
============================================================
Date: 2026-01-07 14:24:44
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.3403 (34.03%)
Meilleure loss dev: 2.2200
Temps total d'entraînement: 180.72 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1892       0.1832       3.2722       2.9628      
2        0.2373       0.2245       2.8919       2.7675      
3        0.2727       0.2541       2.7365       2.6403      
4        0.2954       0.2715       2.6361       2.5576      
5        0.3101       0.2818       2.5677       2.4974      
6        0.3240       0.2948       2.5084       2.4467      
7        0.3361       0.3032       2.4611       2.4085      
8        0.3427       0.3115       2.4197       2.3743      
9        0.3491       0.3146       2.3870       2.3473      
10       0.3572       0.3193       2.3613       2.3224      
11       0.3619       0.3215       2.3350       2.3032      
12       0.3669       0.3260       2.3133       2.2915      
13       0.3727       0.3286       2.2952       2.2747      
14       0.3766       0.3308       2.2788       2.2609      
15       0.3818       0.3335       2.2641       2.2476      
16       0.3834       0.3333       2.2474       2.2395      
17       0.3861       0.3335       2.2401       2.2330      
18       0.3911       0.3398       2.2280       2.2241      
19       0.3935       0.3403       2.2178       2.2200      
20       0.3934       0.3399       2.2078       2.2124      
