Historique d'entraînement - MLP_64_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-07 21:03:53
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 18
Époques complétées: 20
Meilleure accuracy dev: 0.2353 (23.53%)
Meilleure loss dev: 2.7220
Temps total d'entraînement: 922.85 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1288       0.1288       3.5396       3.2662      
2        0.1547       0.1492       3.2952       3.1646      
3        0.1712       0.1663       3.2284       3.0941      
4        0.1844       0.1757       3.1807       3.0346      
5        0.1924       0.1819       3.1377       2.9796      
6        0.2008       0.1914       3.1038       2.9391      
7        0.2082       0.2007       3.0777       2.9065      
8        0.2153       0.2066       3.0565       2.8738      
9        0.2208       0.2124       3.0362       2.8459      
10       0.2236       0.2144       3.0157       2.8190      
11       0.2289       0.2211       2.9992       2.7962      
12       0.2332       0.2238       2.9852       2.7800      
13       0.2348       0.2263       2.9753       2.7639      
14       0.2394       0.2296       2.9641       2.7540      
15       0.2401       0.2307       2.9567       2.7414      
16       0.2391       0.2312       2.9515       2.7370      
17       0.2418       0.2324       2.9437       2.7274      
18       0.2426       0.2353       2.9396       2.7220      
19       0.2417       0.2333       2.9342       2.7146      
20       0.2439       0.2352       2.9314       2.7078      
