Historique d'entraînement - MLP_64_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 08:49:03
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.1707 (17.07%)
Meilleure loss dev: 3.1524
Temps total d'entraînement: 519.70 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.0867       0.0839       3.8331       3.6699      
2        0.0971       0.0944       3.7054       3.6026      
3        0.1042       0.1017       3.6564       3.5462      
4        0.1131       0.1083       3.6108       3.4920      
5        0.1178       0.1137       3.5707       3.4444      
6        0.1247       0.1205       3.5379       3.4056      
7        0.1316       0.1272       3.5109       3.3733      
8        0.1349       0.1310       3.4863       3.3431      
9        0.1401       0.1347       3.4646       3.3167      
10       0.1464       0.1406       3.4441       3.2897      
11       0.1481       0.1434       3.4260       3.2689      
12       0.1542       0.1492       3.4110       3.2503      
13       0.1598       0.1536       3.3942       3.2325      
14       0.1622       0.1556       3.3834       3.2174      
15       0.1636       0.1581       3.3764       3.2046      
16       0.1661       0.1593       3.3641       3.1928      
17       0.1687       0.1614       3.3530       3.1807      
18       0.1697       0.1638       3.3489       3.1708      
19       0.1720       0.1658       3.3362       3.1618      
20       0.1760       0.1707       3.3314       3.1524      
