Historique d'entraînement - CNN_32_64_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-09 02:12:19
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.3856 (38.56%)
Meilleure loss dev: 1.7305
Temps total d'entraînement: 1093.89 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.3336       0.3229       2.4435       1.9557      
2        0.3586       0.3446       2.1099       1.8725      
3        0.3661       0.3476       2.0474       1.8438      
4        0.3764       0.3595       2.0106       1.8215      
5        0.3803       0.3615       1.9773       1.8024      
6        0.3902       0.3674       1.9431       1.7824      
7        0.3962       0.3725       1.9246       1.7651      
8        0.3928       0.3681       1.9097       1.7668      
9        0.3970       0.3729       1.8960       1.7600      
10       0.4066       0.3791       1.8778       1.7487      
11       0.4106       0.3806       1.8708       1.7391      
12       0.4078       0.3824       1.8653       1.7385      
13       0.4083       0.3804       1.8601       1.7405      
14       0.4122       0.3796       1.8549       1.7373      
15       0.4130       0.3793       1.8510       1.7408      
16       0.4081       0.3758       1.8475       1.7479      
17       0.4165       0.3824       1.8450       1.7348      
18       0.4129       0.3847       1.8450       1.7385      
19       0.4113       0.3813       1.8421       1.7387      
20       0.4158       0.3856       1.8378       1.7305      
