Historique d'entraînement - MLP_512_256_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 12:51:17
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.2931 (29.31%)
Meilleure loss dev: 2.3927
Temps total d'entraînement: 702.62 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1348       0.1344       3.5927       3.3125      
2        0.1795       0.1727       3.2783       3.0678      
3        0.2089       0.2010       3.1402       2.9259      
4        0.2336       0.2218       3.0503       2.8162      
5        0.2479       0.2348       2.9809       2.7322      
6        0.2647       0.2471       2.9329       2.6655      
7        0.2754       0.2554       2.8987       2.6239      
8        0.2826       0.2598       2.8667       2.5871      
9        0.2885       0.2673       2.8445       2.5509      
10       0.2955       0.2717       2.8234       2.5198      
11       0.3003       0.2772       2.8045       2.4972      
12       0.3025       0.2797       2.7898       2.4787      
13       0.3094       0.2828       2.7786       2.4573      
14       0.3116       0.2866       2.7649       2.4409      
15       0.3123       0.2856       2.7553       2.4293      
16       0.3152       0.2857       2.7458       2.4175      
17       0.3191       0.2901       2.7368       2.4080      
18       0.3188       0.2910       2.7277       2.3967      
19       0.3228       0.2931       2.7203       2.3927      
20       0.3216       0.2924       2.7179       2.3847      
