Historique d'entraînement - LSTMHiddenState_Dropout_Tanh_Gridsearch_512_256_128
============================================================
Date: 2026-01-08 17:46:45
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2822 (28.22%)
Meilleure loss dev: 3.2268
Temps total d'entraînement: 887.72 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1425       0.1310       3.4143       3.1896      
2        0.2052       0.1803       3.0266       2.9271      
3        0.2582       0.2116       2.8092       2.7876      
4        0.3047       0.2377       2.6387       2.7054      
5        0.3424       0.2498       2.4921       2.6720      
6        0.3744       0.2562       2.3611       2.6814      
7        0.4124       0.2653       2.2436       2.6813      
8        0.4389       0.2711       2.1326       2.7063      
9        0.4659       0.2717       2.0371       2.7649      
10       0.4870       0.2725       1.9560       2.8047      
11       0.5069       0.2718       1.8826       2.8749      
12       0.5272       0.2743       1.8130       2.9061      
13       0.5406       0.2794       1.7554       2.9526      
14       0.5552       0.2778       1.7028       2.9935      
15       0.5666       0.2786       1.6532       3.0547      
16       0.5819       0.2819       1.6137       3.0839      
17       0.5942       0.2800       1.5748       3.1487      
18       0.6037       0.2797       1.5383       3.1797      
19       0.6116       0.2785       1.5127       3.2093      
20       0.6201       0.2822       1.4785       3.2268      
