Historique d'entraînement - CNN_32_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-09 20:54:11
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.3362 (33.62%)
Meilleure loss dev: 2.0619
Temps total d'entraînement: 453.17 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1526       0.1509       3.4482       3.1074      
2        0.2574       0.2491       2.9271       2.5736      
3        0.3026       0.2916       2.6205       2.3190      
4        0.3212       0.3086       2.5108       2.2120      
5        0.3310       0.3177       2.4647       2.1568      
6        0.3377       0.3238       2.4397       2.1310      
7        0.3404       0.3242       2.4193       2.1105      
8        0.3419       0.3264       2.4067       2.1002      
9        0.3450       0.3284       2.3946       2.0930      
10       0.3443       0.3294       2.3861       2.0895      
11       0.3452       0.3288       2.3804       2.0892      
12       0.3464       0.3310       2.3688       2.0794      
13       0.3486       0.3323       2.3717       2.0752      
14       0.3432       0.3274       2.3624       2.0763      
15       0.3514       0.3332       2.3599       2.0725      
16       0.3420       0.3255       2.3552       2.0795      
17       0.3485       0.3324       2.3512       2.0729      
18       0.3524       0.3340       2.3492       2.0655      
19       0.3511       0.3325       2.3461       2.0682      
20       0.3544       0.3362       2.3441       2.0619      
