Historique d'entraînement - LSTMHiddenState_Dropout_Tanh_64
============================================================
Date: 2026-01-07 14:40:21
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.3435 (34.35%)
Meilleure loss dev: 2.2157
Temps total d'entraînement: 243.60 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1842       0.1781       3.2926       2.9848      
2        0.2315       0.2153       2.9202       2.7987      
3        0.2665       0.2466       2.7564       2.6505      
4        0.2981       0.2730       2.6244       2.5258      
5        0.3193       0.2930       2.5318       2.4454      
6        0.3329       0.3012       2.4683       2.3932      
7        0.3438       0.3110       2.4193       2.3555      
8        0.3537       0.3155       2.3830       2.3267      
9        0.3607       0.3210       2.3537       2.3014      
10       0.3677       0.3278       2.3274       2.2833      
11       0.3716       0.3277       2.3017       2.2709      
12       0.3781       0.3329       2.2866       2.2600      
13       0.3817       0.3367       2.2708       2.2483      
14       0.3843       0.3361       2.2582       2.2416      
15       0.3873       0.3388       2.2465       2.2360      
16       0.3904       0.3365       2.2388       2.2311      
17       0.3932       0.3420       2.2264       2.2261      
18       0.3967       0.3426       2.2154       2.2204      
19       0.3983       0.3427       2.2077       2.2180      
20       0.4004       0.3435       2.2018       2.2157      
