Historique d'entraînement - LSTMHiddenState_Dropout_Tanh_Gridsearch_512_256_128
============================================================
Date: 2026-01-08 08:33:05
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 16
Époques complétées: 20
Meilleure accuracy dev: 0.1065 (10.65%)
Meilleure loss dev: 3.3758
Temps total d'entraînement: 1611.81 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.0681       0.0666       3.5933       3.5075      
2        0.0790       0.0754       3.4693       3.4511      
3        0.0923       0.0864       3.4266       3.4311      
4        0.0921       0.0878       3.4086       3.4060      
5        0.0967       0.0887       3.3987       3.4164      
6        0.0961       0.0931       3.3885       3.3899      
7        0.0977       0.0902       3.3809       3.4098      
8        0.0965       0.0926       3.3817       3.3788      
9        0.1035       0.0986       3.3773       3.3787      
10       0.1056       0.1032       3.3733       3.3677      
11       0.1034       0.1003       3.3724       3.3894      
12       0.1062       0.1025       3.3816       3.3823      
13       0.1056       0.0970       3.3846       3.4043      
14       0.1073       0.1008       3.3767       3.3805      
15       0.1085       0.1014       3.3712       3.3719      
16       0.1109       0.1065       3.3682       3.3758      
17       0.1054       0.0991       3.3696       3.3966      
18       0.1044       0.1007       3.3678       3.3770      
19       0.1059       0.0999       3.3694       3.3901      
20       0.0985       0.0939       3.3758       3.4304      
