Historique d'entraînement - MLP_256_128_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-08 19:48:02
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2072 (20.72%)
Meilleure loss dev: 2.8936
Temps total d'entraînement: 380.70 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1608       0.1572       3.3632       3.1498      
2        0.1757       0.1661       3.2096       3.0737      
3        0.1894       0.1781       3.1523       3.0262      
4        0.1929       0.1786       3.1294       3.0050      
5        0.2002       0.1887       3.1083       2.9720      
6        0.2056       0.1929       3.0974       2.9615      
7        0.2110       0.1967       3.0847       2.9548      
8        0.2113       0.1960       3.0782       2.9527      
9        0.2121       0.2004       3.0711       2.9381      
10       0.2142       0.2004       3.0653       2.9319      
11       0.2122       0.1958       3.0578       2.9348      
12       0.2111       0.1995       3.0553       2.9372      
13       0.2125       0.1999       3.0500       2.9278      
14       0.2133       0.2006       3.0481       2.9205      
15       0.2202       0.2012       3.0459       2.9133      
16       0.2198       0.2040       3.0440       2.9212      
17       0.2164       0.1976       3.0417       2.9185      
18       0.2208       0.2051       3.0422       2.9116      
19       0.2161       0.2024       3.0313       2.8982      
20       0.2212       0.2072       3.0294       2.8936      
