Historique d'entraînement - LSTMHiddenState_Dropout_Tanh_Gridsearch_512_256
============================================================
Date: 2026-01-08 06:29:30
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2605 (26.05%)
Meilleure loss dev: 2.6699
Temps total d'entraînement: 1428.10 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1769       0.1647       3.2840       3.0536      
2        0.2111       0.1873       2.9973       2.9405      
3        0.2297       0.2007       2.9022       2.8830      
4        0.2429       0.2090       2.8338       2.8455      
5        0.2530       0.2132       2.7866       2.8184      
6        0.2637       0.2208       2.7427       2.7904      
7        0.2743       0.2315       2.7030       2.7617      
8        0.2801       0.2335       2.6677       2.7575      
9        0.2871       0.2413       2.6441       2.7248      
10       0.2901       0.2420       2.6219       2.7173      
11       0.2960       0.2468       2.6024       2.7099      
12       0.3030       0.2505       2.5832       2.7023      
13       0.3078       0.2511       2.5717       2.7003      
14       0.3088       0.2548       2.5532       2.7000      
15       0.3086       0.2527       2.5412       2.6914      
16       0.3117       0.2551       2.5342       2.6736      
17       0.3148       0.2557       2.5223       2.6807      
18       0.3153       0.2571       2.5099       2.6595      
19       0.3192       0.2595       2.5041       2.6826      
20       0.3189       0.2605       2.4950       2.6699      
