Historique d'entraînement - CNN_64_128_256_Dropout_Gridsearch_Relu_Optimisation_DataAugmentation_20epochs
============================================================
Date: 2026-01-09 22:55:52
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 17
Époques complétées: 20
Meilleure accuracy dev: 0.5222 (52.22%)
Meilleure loss dev: 1.2877
Temps total d'entraînement: 2260.85 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.4643       0.4559       1.7542       1.5068      
2        0.5031       0.4834       1.4825       1.4044      
3        0.5220       0.4953       1.4034       1.3642      
4        0.5340       0.5024       1.3547       1.3444      
5        0.5453       0.5080       1.3206       1.3263      
6        0.5540       0.5124       1.2958       1.3144      
7        0.5604       0.5133       1.2747       1.3084      
8        0.5659       0.5153       1.2588       1.3031      
9        0.5722       0.5179       1.2458       1.2978      
10       0.5753       0.5178       1.2343       1.2956      
11       0.5780       0.5187       1.2240       1.2940      
12       0.5827       0.5200       1.2162       1.2906      
13       0.5839       0.5191       1.2076       1.2927      
14       0.5857       0.5196       1.2011       1.2908      
15       0.5889       0.5202       1.1946       1.2900      
16       0.5924       0.5216       1.1889       1.2877      
17       0.5939       0.5222       1.1843       1.2877      
18       0.5947       0.5208       1.1790       1.2914      
19       0.5982       0.5213       1.1744       1.2892      
20       0.5980       0.5208       1.1708       1.2903      
