Historique d'entraînement - MLP_512_256_128_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-08 04:05:46
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.3175 (31.75%)
Meilleure loss dev: 2.3264
Temps total d'entraînement: 899.94 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1728       0.1635       3.3457       3.0593      
2        0.2117       0.1986       3.0553       2.8953      
3        0.2397       0.2194       2.9384       2.7912      
4        0.2579       0.2328       2.8564       2.7207      
5        0.2735       0.2428       2.7948       2.6663      
6        0.2847       0.2509       2.7461       2.6253      
7        0.2983       0.2613       2.7060       2.5841      
8        0.3075       0.2688       2.6709       2.5406      
9        0.3180       0.2751       2.6380       2.5143      
10       0.3262       0.2828       2.6103       2.4839      
11       0.3330       0.2874       2.5883       2.4636      
12       0.3411       0.2887       2.5654       2.4452      
13       0.3467       0.2959       2.5476       2.4185      
14       0.3520       0.2995       2.5238       2.4012      
15       0.3584       0.3035       2.5070       2.3887      
16       0.3641       0.3056       2.4892       2.3753      
17       0.3662       0.3107       2.4746       2.3565      
18       0.3714       0.3108       2.4578       2.3453      
19       0.3761       0.3168       2.4482       2.3297      
20       0.3809       0.3175       2.4348       2.3264      
