Historique d'entraînement - MLP_256_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 10:15:27
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 18
Époques complétées: 20
Meilleure accuracy dev: 0.2593 (25.93%)
Meilleure loss dev: 2.6357
Temps total d'entraînement: 515.43 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1144       0.1151       3.6994       3.4220      
2        0.1463       0.1467       3.4956       3.2400      
3        0.1758       0.1737       3.3827       3.0919      
4        0.1998       0.1962       3.2975       2.9831      
5        0.2167       0.2138       3.2364       2.9071      
6        0.2264       0.2196       3.1896       2.8452      
7        0.2300       0.2252       3.1541       2.8001      
8        0.2319       0.2259       3.1240       2.7663      
9        0.2456       0.2398       3.0994       2.7257      
10       0.2470       0.2407       3.0866       2.7152      
11       0.2461       0.2402       3.0726       2.7011      
12       0.2542       0.2482       3.0619       2.6869      
13       0.2545       0.2453       3.0533       2.6777      
14       0.2598       0.2491       3.0426       2.6639      
15       0.2580       0.2484       3.0300       2.6534      
16       0.2645       0.2563       3.0267       2.6449      
17       0.2642       0.2550       3.0253       2.6473      
18       0.2698       0.2593       3.0215       2.6357      
19       0.2637       0.2523       3.0136       2.6310      
20       0.2629       0.2552       3.0125       2.6319      
