Historique d'entraînement - LSTMHiddenState_Dropout_Tanh_Gridsearch_512_256_128
============================================================
Date: 2026-01-08 08:05:49
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2764 (27.64%)
Meilleure loss dev: 2.8407
Temps total d'entraînement: 1623.18 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1386       0.1262       3.4016       3.2190      
2        0.1902       0.1672       3.0687       2.9802      
3        0.2318       0.1942       2.8781       2.8674      
4        0.2630       0.2103       2.7420       2.8004      
5        0.2892       0.2217       2.6402       2.7555      
6        0.3136       0.2330       2.5508       2.7222      
7        0.3342       0.2401       2.4664       2.7133      
8        0.3577       0.2458       2.3897       2.6988      
9        0.3776       0.2527       2.3176       2.6932      
10       0.3945       0.2573       2.2522       2.7122      
11       0.4088       0.2611       2.2002       2.7031      
12       0.4221       0.2631       2.1478       2.7161      
13       0.4360       0.2682       2.1035       2.7131      
14       0.4452       0.2706       2.0602       2.7136      
15       0.4565       0.2688       2.0187       2.7380      
16       0.4656       0.2718       1.9830       2.7374      
17       0.4745       0.2738       1.9520       2.7604      
18       0.4833       0.2754       1.9182       2.7851      
19       0.4941       0.2748       1.8948       2.8022      
20       0.4994       0.2764       1.8643       2.8407      
