model,learning_rate,optimizer,dropout,batch_size,best_epoch,training_time,num_parameters,timestamp
MLP_256_128_Dropout_Gridsearch_Relu,0.005,Adam,0.4,128,15,710.2198824882507,57792,2026-01-08 02:16:31
