epoch,train_accuracy,dev_accuracy,train_loss,dev_loss
1,0.21088151974670888,0.20173333333333332,3.2673092172904448,2.9052873385154596
2,0.2709992778981281,0.2546333333333333,2.909148553555662,2.5666926311234297
3,0.3039993334444259,0.2864,2.7280411679636347,2.37932311882407
4,0.318419152363495,0.30006666666666665,2.6264078678055243,2.2871687836566212
5,0.32647892017997,0.30983333333333335,2.5730257396670906,2.231760869591923
6,0.33174470921513083,0.3132333333333333,2.53454588861628,2.1910071494215626
7,0.33585513525523525,0.3175,2.5113332004032354,2.1665737295554854
8,0.3402210742654002,0.31926666666666664,2.492368958890438,2.14386835441751
9,0.34147086596678333,0.32066666666666666,2.4777090684934095,2.1348384790501354
10,0.34330389379547854,0.32556666666666667,2.463753301311623,2.1153096657688333
11,0.343492751208132,0.32613333333333333,2.4524838243695823,2.101332252308474
12,0.34695884019330114,0.3257,2.4449452215974983,2.09661047842543
13,0.346375604065989,0.32776666666666665,2.4382580972530623,2.0868033786951483
14,0.3490029439537855,0.3290666666666667,2.431599359959364,2.0832388896053122
15,0.3489862800644337,0.32953333333333334,2.429351175034588,2.0800517201423645
16,0.35178025884574793,0.33103333333333335,2.424727189947258,2.07923810562845
17,0.35306337832583456,0.33213333333333334,2.4236254529519514,2.0724190938270697
18,0.3517913681053158,0.3315666666666667,2.4220266619866546,2.0700814824993325
19,0.3520135532966728,0.33503333333333335,2.418706951154904,2.0709585597959617
20,0.3544075987335444,0.3364333333333333,2.4150375320830126,2.0630137890072193
