Historique d'entraînement - MLP_512_256_128_64_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-08 05:51:02
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.2763 (27.63%)
Meilleure loss dev: 2.5827
Temps total d'entraînement: 1082.85 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1456       0.1401       3.4646       3.1861      
2        0.1763       0.1659       3.1950       3.0557      
3        0.1960       0.1852       3.0979       2.9753      
4        0.2116       0.1967       3.0337       2.9213      
5        0.2240       0.2045       2.9867       2.8733      
6        0.2339       0.2150       2.9464       2.8336      
7        0.2454       0.2220       2.9119       2.7999      
8        0.2584       0.2308       2.8798       2.7682      
9        0.2658       0.2390       2.8569       2.7388      
10       0.2754       0.2455       2.8334       2.7134      
11       0.2813       0.2483       2.8120       2.6960      
12       0.2881       0.2550       2.7918       2.6737      
13       0.2930       0.2582       2.7748       2.6581      
14       0.2994       0.2626       2.7547       2.6362      
15       0.3058       0.2672       2.7448       2.6304      
16       0.3088       0.2692       2.7283       2.6167      
17       0.3143       0.2749       2.7126       2.5991      
18       0.3187       0.2727       2.7045       2.5910      
19       0.3217       0.2763       2.6893       2.5827      
20       0.3235       0.2763       2.6823       2.5704      
