model,learning_rate,optimizer,dropout,batch_size,best_epoch,training_time,num_parameters,timestamp
MLP_64_Dropout_Gridsearch_Relu,0.01,Adam,0.2,128,19,529.5430626869202,8320,2026-01-07 22:47:52
